Pos.,Topic SourceTitle,Total,Cited by,EID,Year,Title,Abstract,Document type,Authors,Author keywords,Both keywords,Country,EID2
,,,2,WOS:000613751800003,2021,"Prevalence of CYP2C19 polymorphism in Bogota, Colombia: The first report of allele*17","Introduction Proton pump inhibitors (PPIs) are a group of drugs that are essential for the treatment of acid-related disorders, such as gastroesophageal reflux (GERD), dyspepsia, gastric ulcers and Helicobacter pylori (H. pylori) infection. PPIs such as omeprazole, esomeprazole, pantoprazole and lansoprazole are metabolized by the CYP2C19 enzyme, which is encoded by a polymorphic gene. Four polymorphisms have an impact on the speed of PPI metabolism: CYP2C19*1/*1 (extensive metabolizers), CYP2C19*2/*2 (intermediate metabolizers), CYP2C19*3/*3 (poor metabolizers) and CYP2C19*17/*17 (ultrarapid metabolizers). Extensive and ultrarapid metabolizers inactivate PPIs quickly, which consequently causes low plasma concentrations of PPIs, while intermediate or poor metabolizers have higher plasma concentrations of PPIs and, therefore, PPIs have greater therapeutic efficacy in individuals with these polymorphisms. Objective To determine the frequency of genetic polymorphisms of the CPY2C19 enzyme in Bogota, Colombia. Methods This observational study was conducted in Bogota between 2012 and 2015 and was part of a clinical trial (ID: NCT03650543). It included 239 subjects with dyspepsia, H. pylori infection, or GERD symptoms. CYP2C19 genotyping was performed on gastric biopsy samples. Polymorphisms *1, *2, and *3 were analyzed by real-time PCR (Roche (R)), and PCR-RFLP was used to determine the presence of polymorphism *17. Results The distribution of different types of PPI metabolizers was as follows: extensive (70.7%), ultrarapid (12.9%), intermediate (8.8%) and poor (0.8%). Conclusion The population studied consisted mainly of extensive and ultrarapid PPI metabolizers. These findings show that it is necessary to increase PPI doses in this group of subjects or to use PPIs that are not metabolized by CYP2C19 (rabeprazole). This is the first Colombian work to identify ultrarapid metabolizers.",Article,"Arevalo-Galvis, A.; Otero-Regino, W.A.; Ovalle-Celis, G.N.; Rodriguez-Gomez, E.R.; Trespalacios-Rangel, A.A.",,PROTON-PUMP INHIBITOR;HELICOBACTER-PYLORI ERADICATION;GASTROESOPHAGEAL-REFLUX DISEASE;TRIPLE THERAPY;METABOLISM;OMEPRAZOLE;ESOMEPRAZOLE;MANAGEMENT;SYMPTOMS;GENOTYPE,Colombia,2-s2.0-85100442218
,,,2,WOS:000746527400013,2021,Risk factor for breast cancer development under exposure to bovine leukemia virus in Colombian women: A case-control study,"Viruses have been implicated in cancer development in both humans and animals. The role of viruses in cancer is typically to initiate cellular transformation through cellular DNA damage, although specific mechanisms remain unknown. Silent and long-term viral infections need to be present, in order to initiate cancer disease. In efforts to establish a causative role of viruses, first is needed to demonstrate the strength and consistency of associations in different populations. The aim of this study was to determine the association of bovine leukemia virus (BLV), a causative agent of leukemia in cattle, with breast cancer and its biomarkers used as prognosis of the severity of the disease (Ki67, HER2, hormonal receptors) in Colombian women. An unmatched, observational case-control study was conducted among women undergoing breast surgery between 2016-2018. Malignant samples (n = 75) were considered as cases and benign samples (n = 83) as controls. Nested-liquid PCR, in-situ PCR and immunohistochemistry were used for viral detection in blood and breast tissues. For the risk assessment, only BLV positive samples from breast tissues were included in the analysis. BLV was higher in cases group (61.3%) compared with controls (48.2%), with a statistically significant association between the virus and breast cancer in the unconditional logistic regression (adjusted-OR = 2.450,95%CI:1.088-5.517, p = 0.031). In this study, BLV was found in both blood and breast tissues of participants and an association between breast cancer and the virus was confirmed in Colombia, as an intermediate risk factor.",Article,"Olaya-Galan, N.N.; Salas-Cardenas, S.P.; Rodriguez-Sarmiento, J.L.; Ibanez-Pinilla, M.; Monroy, R.; Corredor-Figueroa, A.P.; Rubiano, W.; de la Pena, J.; Shen, H.; Buehring, G.C.; Patarroyo, M.A.; Gutierrez, M.F.",,DNA;SELECTION,Colombia;United States,2-s2.0-85115354645
,,,1,WOS:000784220200004,2022,CRISPR-Cas9 approach confirms Calcineurin-responsive zinc finger 1 (Crz1) transcription factor as a promising therapeutic target in echinocandin-resistant Candida glabrata,"Invasive fungal infections, which kill more than 1.6 million patients each year worldwide, are difficult to treat due to the limited number of antifungal drugs (azoles, echinocandins, and polyenes) and the emergence of antifungal resistance. The transcription factor Crz1, a key regulator of cellular stress responses and virulence, is an attractive therapeutic target because this protein is absent in human cells. Here, we used a CRISPR-Cas9 approach to generate isogenic crz1 Delta strains in two clinical isolates of caspofungin-resistant C. glabrata to analyze the role of this transcription factor in susceptibility to echinocandins, stress tolerance, biofilm formation, and pathogenicity in both non-vertebrate (Galleria mellonella) and vertebrate (mice) models of candidiasis. In these clinical isolates, CRZ1 disruption restores the susceptibility to echinocandins in both in vitro and in vivo models, and affects their oxidative stress response, biofilm formation, cell size, and pathogenicity. These results strongly suggest that Crz1 inhibitors may play an important role in the development of novel therapeutic agents against fungal infections considering the emergence of antifungal resistance and the low number of available antifungal drugs.",Article,"Ceballos-Garzon, A.; Roman, E.; Pla, J.; Pagniez, F.; Amado, D.; Almeciga-Diaz, C.J.; Le Pape, P.; Parra-Giraldo, C.M.",,CELL-WALL;SACCHAROMYCES-CEREVISIAE;DRUG-RESISTANCE;PROTEIN-KINASE;FUNCTIONAL-CHARACTERIZATION;BIOFILM FORMATION;STRESS RESPONSES;HYPHAL GROWTH;YEAST;VIRULENCE,Colombia;France;Spain,2-s2.0-85126718138
,,,1,WOS:000603612300037,2020,Developmental differences in children's and adults' use of geometric information in map-reading tasks,"Using maps effectively requires the ability to scale distances while preserving angle and orientation, the three properties of Euclidean geometry. The aim of the current study was twofold: first, to examine how the ability to represent and use these Euclidean properties changes with development when scaling maps in object-to-object relationships and, second, to explore the effects on the scaling performance of two variables of the array of objects, type of angular configuration and relative vector length. To this end, we tested seventy-five 4-, 6-, and 8-year-old children, as well as twenty-five adults, in a simple completion task with different linear and triangular configurations of objects. This study revealed important developmental changes between 4 and 6 years of age and between 8 years of age and adulthood for both distance and angle representation, while it also showed that the configuration variables affected younger and older children's performances in different ways when scaling distances and preserving angles and orientation. This study was instrumental in showing that, from an early age, children are able to exploit an intrinsic system of reference to scale geometrical configurations of objects.",Article,"Otalora, Y.; Taborda-Osorio, H.",,YOUNG-CHILDREN;CORE KNOWLEDGE;REPRESENTATION;ANGLES,Colombia,2-s2.0-85098916869
,,,1,WOS:000773223800012,2022,"Efficacy, cost-minimization, and budget impact of a personalized discharge letter for basal cell carcinoma patients to reduce low-value follow-up care","Background The incidence of keratinocyte carcinomas is high and rapidly growing. Approximately 80% of keratinocyte carcinomas consist of basal cell carcinomas (BCC) with 50% of these being considered as low-risk tumors. Nevertheless, 83% of the low-risk BCC patients were found to receive more follow-up care than recommended according to the Dutch BCC guideline, which is one visit post-treatment for this group. More efficient management could reduce unnecessary follow-up care and related costs. Objectives To study the efficacy, cost-utility, and budget impact of a personalized discharge letter for low-risk BCC patients compared with usual care (no personalized letter). Methods In a multi-center intervention study, a personalized discharge letter in addition to usual care was compared to usual care in first-time BCC patients. Model-based cost-utility and budget impact analyses were conducted, using individual patient data gathered via surveys. The outcome measures were number of follow-up visits, costs and quality adjusted life years (QALY) per patient. Results A total of 473 first-time BCC patients were recruited. The personalized discharge letter decreased the number of follow-up visits by 14.8% in the first year. The incremental costs after five years were -Euro24.45 per patient. The QALYs were 4.12 after five years and very similar in both groups. The national budget impact was -Euro2,7 million after five years. Conclusions The distribution of a personalized discharge letter decreases the number of unnecessary follow-up visits and implementing the intervention in a large eligible population would results in substantial cost savings, contributing to restraining the growing BCC costs.",Article,"van Egmond, S.; van Vliet, E.D.; Wakkee, M.; Hollestein, L.M.; Pouwels, X.G.L.V.; Koffijberg, H.; Misirli, Y.; Bakkum, R.S.L.A.; Bastiaens, M.T.; Kukutsch, N.A.; Oosting, A.J.; Plasmeijer, E.I.; van Rengen, A.; de Roos, K.P.; Nijsten, T.E.C.; de Vries, E.; de Bekker-Grob, E.W.",,KERATINOCYTE CARCINOMA;ISPOR;IMPLEMENTATION;TRENDS;TRIALS;RISK,Netherlands;Colombia,2-s2.0-85123538636
,,,1,2-s2.0-85135881879,2022,Stakeholder perspectives on a patient-centred intervention (DIALOG+) for adolescents with common mental disorders in Colombia: A qualitative study,"Background Patient and stakeholders’ involvement in the development of mental health interventions is a central part of the research process as end-user’s input can improve the design of patient-centered interventions. This is particularly important when developing interventions directed towards improving the mental health of children and adolescents. The rising prevalence of mental health disorders in this population requires special attention and the development of interventions that include them as active participants is crucial. Objective Our aim is to explore the perspectives and opinions of adolescents, parents, educators/ youth workers, and clinicians regarding the appeal and usability of an existing patient-centered digital intervention (DIALOG+), which aims to improve quality of life. Methods As part of a broader study aiming to adapt and test DIALOG+, we conducted Online Focus Groups (OFGs) with adults and adolescents in two cities in Colombia. The existing DIALOG + intervention was introduced to participants, followed by a structured discussion regarding the opinions and views of stakeholders. A framework approach was used to identify the main themes followed by content analysis to aid adaptation. Results We conducted 10 OFGs with a total of 45 participants. A positive feature highlighted by all groups was the innovation of including a digital intervention in a traditional medical visit. Additionally, participants considered that the active role that adolescents have when using the intervention empowers them. Barriers identified included concerns from clinicians related to the time required during consultations and confusion with terminology. Furthermore, additional domains that are particularly relevant for the adolescent population were suggested. Conclusions Data obtained suggest that overall, the DIALOG+ intervention and supporting app are seen as innovative and appealing to adolescents as well as adult stakeholders. However, concerns raised about the availability of time to apply the intervention, the app interface and the language and terminology require modification.",Article,"Gomez-Restrepo, Carlos.; Marroquin-Rivera, Arturo.; Calvo-Valderrama, Maria Gabriela.; Unknown.; Unknown.; Unknown",,,Colombia;Colombia;United Kingdom,
,,,0,WOS:000804836900055,2022,"Amblyomma mixtum free-living stages: Inferences on dry and wet seasons use, preference, and niche width in an agroecosystem (Yopal, Casanare, Colombia)","The formulation of effective control strategies for any pest species generally involves the study of habitat use and preference and niche width in anthropogenically transformed natural landscapes. We evaluated whether the use, habitat preference, and niche range of the Amblyomma mixtum tick changed between stages, habitats, and seasonality (dry-wet seasons 2019) on a farm in Yopal (Casanare, Colombia). The presence and relative abundance of free-living larvae, nymphs, and adults was quantified in four different habitats according to the type of vegetation cover (Riparian Forest, Cocoa Crop, King Grass Crop, and Star Grass Paddock). Habitat availability was estimated, environmental variables were analyzed, and various indices of habitat use and preference, and niche width were calculated. A. mixtum's habitat use and preference, and niche width changed between stages, habitat types, and time of the year. The total abundance of A. mixtum was an order of magnitude greater in the dry season than the wet season. In the dry season, all stages used all habitats, while A. mixtum adults used all the habitats in both seasons. In the dry season, nymphs and larvae preferred three out of the four habitats, while adults preferred the King Grass Crop. In the wet season, nymphs and larvae preferred two habitats, whereas the adults preferred the King Grass Crop. The value of the niche width index was high for larvae, nymphs, and adults in the dry season, while it was high only for adults in the wet season. Thus, A. mixtum's vast environmental tolerance and niche breadth allows the species to use and colonize changing habitats (unstable or temporary) with fluctuating environmental conditions (e.g., King Grass Crop), potentially keeping a stable population over time and making it an extremely resistant species. However, the wet flooding season in Yopal may exceed A. mixtum's stages' tolerances.",Article,"Forero-Becerra, E.; Acosta, A.; Benavides, E.; Martinez-Diaz, H.C.; Hidalgo, M.",,TICKS ACARI IXODIDAE;WATER-BALANCE CHARACTERISTICS;POPULATION-DYNAMICS;CAJENNENSE FABRICIUS;SPOTTED-FEVER;HABITAT USE;SAO-PAULO;HOST-SPECIFICITY;NATURAL HOSTS;LIFE-CYCLE,Colombia,2-s2.0-85127683075
,,,0,WOS:000791072800122,2022,Confidence and knowledge in emergency management among medical students across Colombia: A role for the WHO basic emergency care course,"Introduction Globally, medical students have demonstrated knowledge gaps in emergency care and acute stabilization. In Colombia, new graduates provide care for vulnerable populations. The World Health Organization (WHO) Basic Emergency Care (BEC) course trains frontline providers with limited resources in the management of acute illness and injury. While this course may serve medical students as adjunct to current curriculum, its utility in this learner group has not been investigated. This study performs a baseline assessment of knowledge and confidence in emergency management taught in the BEC amongst medical students in Colombia. Methods A validated, cross-sectional survey assessing knowledge and confidence of emergency care congruent with BEC content was electronically administered to graduating medical students across Colombia. Knowledge was evaluated via 15 multiple choice questions and confidence via 13 questions using 100 mm visual analog scales. Mean knowledge and confidence scores were compared across demographics, geography and prior training using Chi-Squared or one-way ANOVA analyses. Results Data were gathered from 468 graduating medical students at 36 institutions. The mean knowledge score was 59.9% +/- 23% (95% CI 57.8-62.0%); the mean confidence score was 59.6 mm +/- 16.7 mm (95% CI 58.1-61.2). Increasing knowledge and confidence scores were associated with prior completion of emergency management training courses (p<0.0001). Conclusion Knowledge and confidence levels of emergency care management for graduating medical students across Colombia demonstrated room for additional, specialized training. Higher scores were seen in groups that had completed emergency care courses. Implementation of the BEC as an adjunct to current curriculum may serve a valuable addition.",Article,"Moretti, K.; Aluisio, A.R.; Marin, B.G.; Chen, C.J.J.; Marques, C.G.; Beaudoin, F.L.; Clark, M.; Patino, A.; Carranza, H.; Duarte, A.; Moreno, A.; Aguiar, L.G.; Arbelaez, C.",,,United States;Colombia,2-s2.0-85123377458
,,,0,2-s2.0-85138458159,2022,"Cumulative incidence, prevalence, seroconversion, and associated factors for SARS-CoV-2 infection among healthcare workers of a University Hospital in Bogotá, Colombia","This study aimed to determine the cumulative incidence, prevalence, and seroconversion of severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) and its associated factors among healthcare workers (HCWs) of a University Hospital in Bogotá, Colombia. An ambispective cohort was established from March 2020 to February 2021. From November 2020 to February 2021, SARS-CoV-2 antibodies were measured on two occasions 14–90 days apart to determine seroprevalence and seroconversion. We used multivariate log-binomial regression to evaluate factors associated with SARS-CoV-2 infection. Among 2,597 HCWs, the cumulative incidence of infection was 35.7%, and seroprevalence was 21.5%. A reduced risk of infection was observed among those aged 35–44 and ≥45 years (adjusted relative risks [aRRs], 0.84 and 0.83, respectively), physicians (aRR, 0.77), those wearing N95 respirators (aRR, 0.82) and working remotely (aRR, 0.74). Being overweight (aRR, 1.18) or obese (aRR, 1.24); being a nurse or nurse assistant (aRR, 1.20); working in the emergency room (aRR, 1.45), general wards (aRR, 1.45), intensive care unit (aRR, 1.34), or COVID-19 areas (aRR, 1.17); and close contact with COVID-19 cases (aRR, 1.47) increased the risk of infection. The incidence of SARS-CoV-2 infection found in this study reflects the dynamics of the first year of the pandemic in Bogotá. A high burden of infection calls for strengthening prevention and screening measures for HCWs, focusing especially on those at high risk.",Article,"Valderrama-Beltran, Sandra Liliana.; Unknown.; Ariza, Beatriz.; Unknown.; Angel, Juana.; Martinez-Vernaza, Samuel.; Unknown.; Unknown.; Unknown.; Unknown.; Cepeda, Magda.; Unknown.; Gomez-Restrepo, Carlos.; Franco, Manuel A.",,,Colombia;Colombia;Colombia,
,,,0,WOS:000596569200068,2020,Measuring event concentration in empirical networks with different types of degree distributions,"Measuring event concentration often involves identifying clusters of events at various scales of resolution and across different regions. In the context of a city, for example, clusters may be characterized by the proximity of events in the metric space. However, events may also occur over urban structures such as public transportation and infrastructure systems, which are naturally represented as networks. Our work provides a theoretical framework to determine whether events distributed over a set of interconnected nodes are concentrated on a particular subset. Our main analysis shows how the proposed or any other measure of event concentration on a network must explicitly take into account its degree distribution. We apply the framework to measure event concentration (i) on a street network (i.e., approximated as a regular network where events represent criminal activities); and (ii) on a social network (i.e., a power law network where events represent users who are dissatisfied after purchasing the same product).",Article,"Campos, J.; Finke, J.",,,Colombia,2-s2.0-85097124998
,,,0,WOS:000843591400013,2022,Perception of the quality of remote lessons in the time of COVID-19: A comparative study in Latin America quality of remote lessons in the context of COVID-19,"This research examines the perception of undergraduate students of public and private universities in Latin America on the quality of the lessons that applied the emergency remote teaching (ERT) in the time of COVID-19. This study employs a mixed sequential approach, starting with six focal groups, and finishing with a quantitative validation exercise that uses exploratory and confirmatory factor analysis as well as regression models. Findings reveal that student perception is elicited along three dimensions: concerns related to academic quality, teaching strategies applied by professors, and access limitations. Moderation analysis shows that the relationship between teaching strategies and the concerns related to academic quality varies and that it even gets stronger when access limitations are reduced. Consequently, perception is limited by student access to maintain the teaching-learning process.",Article,"Castano, L.E.V.; Duran, W.F.; Percca, P.A.A.",,EDUCATION,Colombia;Peru,2-s2.0-85131701226
,,,0,2-s2.0-85137136869,2022,Prevalence of sleep apnea in children and adolescents in Colombia according to the national health registry 2017-2021,"Objective To describe the sociodemographic and epidemiological characteristics of diagnosis and treatment of pediatric patients with sleep apnea, both central and obstructive, in Colombia between 2017 and 2021. Methods Observational, descriptive, cross-sectional, epidemiological study using the International Classification of Diseases and Related Health Problems as search terms for sleep apnea, based on SISPRO, the Colombian national health registry. Stratification by gender and age groups was performed. We also generated data of the amount of diagnostic and therapeutic procedures performed. A map of prevalence by place of residency was performed. Results National records report 15200 cases of SA between 2017 and 2021, for an estimated prevalence of 21.1 cases by 100000 inhabitants in 2019 the year with the most cases (4769), being more frequent and in the 6 to 11 age group and in males, with a male to female ratio of 1.54:1. The number of cases declined in 2020 and 2021. The map showed a concentration of cases in the more developed departments of the country. Discussion This is the first approximation to a nation-wide prevalence of sleep apnea in Colombia which is lower to what is found in the literature worldwide, including studies performed in Latin America and in Colombia, this could reflect sub diagnosis and sub report. The fact that the highest prevalence was found in males and in the 6-11 age group is consistent with reports in literature. The decrease in cases in 2020 and 2021 could be related to the COVID-19 pandemic impact in sleep medicine services.",Article,"Waich, Alan.; Unknown.; Andrade, Margarita Manrique.; Unknown.; Unknown.; Unknown.; Unknown.; Unknown.; Unknown",,,Colombia;Colombia;Colombia,
,,,0,2-s2.0-85139571477,2022,Reduced choice-confidence in negative numerals,"Negative numbers are central in math. However, they are abstract, hard to learn, and manipulated slower than positive numbers regardless of math ability. It suggests that confidence, namely the post-decision estimate of being correct, should be lower than positives. We asked participants to pick the larger single-digit numeral in a pair and collected their implicit confidence with button pressure (button pressure was validated with three empirical signatures of confidence). We also modeled their choices with a drift-diffusion decision model to compute the post-decision estimate of being correct. We found that participants had relatively low confidence with negative numerals. Given that participants compared with high accuracy the basic base-10 symbols (0–9), reduced confidence may be a general feature of manipulating abstract negative numerals as they produce more uncertainty than positive numerals per unit of time.",Article,"Alonso-Diaz, Santiago.; Penagos-Londono, Gabriel",,,Colombia,
,,,0,2-s2.0-85144590605,2022,Remote consent approaches for mobile phone surveys of non-communicable disease risk factors in Colombia and Uganda: A randomized study,"Introduction Automated mobile phone surveys (MPS) can be used to collect public health data of various types to inform health policy and programs globally. One challenge in administering MPS is identification of an appropriate and effective participant consent process. This study investigated the impact of different survey consent approaches on participant disposition (response characteristics and understanding of the purpose of the survey) within the context of an MPS that measured noncommunicable disease (NCD) risk factors across Colombia and Uganda. Methods Participants were randomized to one of five consent approaches, with consent modules varying by the consent disclosure and mode of authorization. The control arm consisted of a standard consent disclosure and a combined opt-in/opt-out mode of authorization. The other four arms consist of a modified consent disclosure and one of four different forms of authorization (i.e., opt-in, opt-out, combined opt-in/opt-out, or implied). Data related to respondent disposition and respondent understanding of the survey purpose were analyzed. Results Among 1889 completed surveys in Colombia, differences in contact, response, refusal, and cooperation rates by study arms were found. About 68% of respondents correctly identified the survey purpose, with no significant difference by study arm. Participants reporting higher levels of education and urban residency were more likely to identify the purpose correctly. Participants were also more likely to accurately identify the survey purpose after completing several survey modules, compared to immediately following the consent disclosure (78.8% vs 54.2% correct, p<0.001). In Uganda, 1890 completed surveys were collected. Though there were differences in contact, refusal, and cooperation rates by study arm, response rates were similar across arms. About 37% of respondents identified the survey purpose correctly, with no difference by arm. Those with higher levels of education and who completed the survey in English were able to more accurately identify the survey purpose. Again, participants were more likely to accurately identify the purpose of the survey after completing several NCD modules, compared to immediately following the consent module (42.0% vs 32.2% correct, p = 0.013). Conclusion This study contributes to the limited available evidence regarding consent procedures for automated MPS. Future studies should develop and trial additional interventions to enhance consent for automated public health surveys, and measure other dimensions of participant engagement and understanding.",Article,"Unknown.; Nagarajan, Madhuram.; Unknown.; Unknown.; Vecino-Ortiz, Andres Ignacio.; Unknown.; Unknown.; Unknown.; Unknown.; Unknown.; Unknown.; Unknown",,,Uganda;Colombia;United States;United States,
,,,0,WOS:000794332400047,2022,Spanish-speaking validation of the internal corporate social responsibility questionnaire,"The purpose of this study is to validate a Spanish-speaking version of the internal corporate social responsibility questionnaire (ICSR Q), a questionnaire that is based on the social exchange theory and assess the perception of employees related to seven internal practices that reflect how responsible are organizations toward its workforce The questionnaire was applied to two samples of Colombian employees (N = 433). Confirmatory factor analysis revealed that the original structure of seven factors was maintained in the Spanish-speaking version, with appropriate levels of convergent and discriminant validity. Positive and significant relationships were found between internal corporate social responsibility and organizational commitment, both at affective and normative levels. Finally, type of employment contract (permanent or fixed term) implied significant differences in employee perceptions of internal corporate social responsibility. Our results provide evidence for the validity of the Spanish-speaking version of the internal corporate responsibility scale, suggesting its future application in investigations of internal aspects of corporate social responsibility in Spanish-speaking organizational contexts.",Article,"Avila-Tamayo, D.F.; Bayona, J.A.",,ORGANIZATIONAL COMMITMENT;IMPACT;WORK,Colombia,2-s2.0-85128480976
,,,0,WOS:000542037200018,2020,The coevolution of the firm and the product attribute space,"Traditionally, firm competition has been studied in contexts where the dimensionality of the product attribute space is given, and firms deploy their strategies constrained by this space. However, firms may exert influence on the local structure of the product attribute space by offering product variants with new attributes. As a result, the geometry of the product attribute space would change endogenously through firms' actions, and this emergent new geometry modifies the conditions for subsequent firm behavior. By focusing on this interplay between actors and conditions, we explore the co-evolution of the firm and the product attribute space. Through a multi-variant Cournot competition framework, we develop a computational model in which firms invest to differentiate their products from other variants, but as minimally as possible so that demand from closely similar existing variants can be stolen. We introduce the fraction dimensionality of the attribute space as our critical independent variable, to reflect saturation of the space with product varieties. The simulation reveals that while new product variants are typically introduced by firms with scale economies, their performance gap with firms without scale economies reduces as fraction dimensionality increases. This indicates that space geometry evolution may favor small-scale players, even when their large-scale competitors are the driving force behind attribute space changes.",Article,"Garcia-Diaz, C.; Peli, G.; van Witteloostuijn, A.",,DEVELOPMENT EXTERNALITIES;COMPLEX DYNAMICS;LINE LENGTH;MODEL;COMPETITION;OLIGOPOLY;INDUSTRY;DUOPOLY;INTERDEPENDENCY;DIMENSIONALITY,Colombia;Hungary;Netherlands;Belgium,2-s2.0-85086525041
,,,0,2-s2.0-85135599476,2022,The portfolio effect in a small-scale fishery reduces catch and fishing income variability in a highly dynamic ecosystem,"It is an increasingly accepted idea that biological diversity stabilizes ecosystem processes and the services they provide to society. By reducing biomass fluctuation, biodiversity could mitigate the impact of changing environmental conditions on rural incomes as long as people exploits a diverse set of natural assets. This effect is analogous to the risk-spreading function of financial portfolios. This paper presents evidence of the portfolio effect for an open-access artisanal fishery in an estuarine ecosystem, located in a Colombian Biosphere Reserve. Using catch statistics from 2002 to 2018, we evaluate the contribution of catch diversity to the stabilization of fishing income. We find that changes in catch composition are related to seasonal and interannual variations in salinity conditions. The portfolio effect arises from asynchronous fluctuations of fish species due to fluctuating environmental conditions. Catch diversification, instead of specialization, help achieve resilient fisheries.",Article,"Unknown.; Restrepo, Sebastian.; Unknown",,,Colombia;Colombia,
,,,0,2-s2.0-85137136518,2022,Toward elimination of mother-to-child transmission of HIV in Malawi: Findings from the Malawi Population-based HIV Impact Assessment (2015-2016),"Background Malawi spearheaded the development and implementation of Option B+ for prevention of mother-to-child transmission of HIV (PMTCT), providing life-long ART for all HIV-positive pregnant and breastfeeding women. We used data from the 2015-2016 Malawi Population-based HIV Impact Assessment (MPHIA) to estimate progress toward 90-90-90 targets (90% of those with HIV know their HIV-positive status; of these, 90% are receiving ART; and of these, 90% have viral load suppression [VLS]) for HIV-positive women reporting a live birth in the previous 3 years. Methods MPHIA was a nationally representative household survey; consenting eligible women aged 15-64 years were interviewed on pregnancies and outcomes, including HIV status during their most recent pregnancy, PMTCT uptake, and early infant diagnosis (EID) testing. Descriptive analyses were weighted to account for the complex survey design. Viral load (VL) results were categorized by VLS (<1, 000 copies/mL) and undetectable VL (target not detected/below the limit of detection). Results Of the 3, 153 women included in our analysis, 371 (10.1%, 95% confidence interval [CI]: 8.8%-11.3%) tested HIV positive in the survey. Most HIV-positive women (84.2%, 95% CI: 79.9%-88.6%) reported knowing their HIV-positive status; of these, 94.9% (95% CI: 91.7%-98.2%) were receiving ART; and of these, 91.2% (95% CI: 87.4%-95.0%) had VLS. Among the 371 HIV-positive women, 76.0% (95% CI: 70.4%-81.7%) had VLS and 66.5% (95% CI: 59.8%-73.2%) had undetectable VL. Among 262 HIV-exposed children, 50.8% (95% CI: 42.8%-58.8%) received EID testing within 2 months of birth, whereas 17.9% (95% CI: 11.9%-23.8%) did not receive EID testing. Of 190 HIV-exposed children with a reported HIV test result, 2.1% (95% CI: 0.0%-4.6%) had positive results. Conclusions MPHIA data demonstrate high PMTCT uptake at a population level. However, our results identify some gaps in VLS in postpartum women and EID testing.",Article,"Kim, Evelyn.; Jonnalagadda, Sasi.; Unknown.; Unknown.; Unknown.; Unknown.; Unknown.; Unknown.; Unknown.; Unknown.; Unknown.; Unknown.; Unknown.; Unknown.; Unknown",,,Colombia;Malawi;United States;United States,
,,,0,2-s2.0-85134784680,2022,"Understanding no-show behaviour for cervical cancer screening appointments among hard-to-reach women in Bogotá, Colombia: A mixed-methods approach","The global burden of cervical cancer remains a concern and higher early mortality rates are associated with poverty and limited health education. However, screening programs continue to face implementation challenges, especially in developing country contexts. In this study, we use a mixed-methods approach to understand the reasons for no-show behaviour for cervical cancer screening appointments among hard-to-reach low-income women in Bogotá, Colombia. In the quantitative phase, individual attendance probabilities are predicted using administrative records from an outreach program (N = 23384) using both LASSO regression and Random Forest methods. In the qualitative phase, semi-structured interviews are analysed to understand patient perspectives (N = 60). Both inductive and deductive coding are used to identify first-order categories and content analysis is facilitated using the Framework method. Quantitative analysis shows that younger patients and those living in zones of poverty are more likely to miss their appointments. Likewise, appointments scheduled on Saturdays, during the school vacation periods or with lead times longer than 10 days have higher no-show risk. Qualitative data shows that patients find it hard to navigate the service delivery process, face barriers accessing the health system and hold negative beliefs about cervical cytology.",Article,"Unknown.; Bayer, Steffen.; Bocanegra, Laura.; Brailsford, Sally.; Diaz, Adriana.; Unknown.; Unknown",,,United Kingdom;Colombia;Colombia;United Kingdom;Colombia,
,,,0,WOS:000636336800011,2021,What do patients and dermatologists prefer regarding low-risk basal cell carcinoma follow-up care? A discrete choice experiment,"Background Follow-up after low-risk basal cell carcinoma (BCC) is being provided more frequently than recommended by guidelines. To design an acceptable strategy to successfully reduce this 'low-value' care, it is important to obtain insights into the preferences of patients and dermatologists. Objective To determine the preferences and needs of patients and dermatologists to reduce low-risk BCC follow-up care, and the trade-offs they are willing to make. Methods A questionnaire including a discrete choice experiment was created, containing attributes regarding amount of follow-up, continuity of care, method of providing addition information, type of healthcare provider, duration of follow-up visits and skin examination. In total, 371 BCC patients and all Dutch dermatologists and dermatology residents (n = 620) were invited to complete the questionnaire. A panel latent class model was used for analysis. Results Eighty-four dermatologists and 266 BCC patients (21% and 72% response rates respectively) completed the discrete choice experiment. If the post-treatment visit was performed by the same person as treatment provider and a hand-out was provided to patients containing personalised information, the acceptance of having no additional follow-up visits (i.e. following the guidelines) would increase from 55% to 77% by patients. Female patients and older dermatologists, however, are less willing to accept the guidelines and prefer additional follow-up visits. Limitations The low response rate of dermatologists. Conclusion This discrete choice experiment revealed a feasible strategy to substantially reduce costs, while maintaining quality of care, based on the preferences and needs of BCC patients, which is supported by dermatologists.",Article,"van Egmond, S.; de Vries, E.; Hollestein, L.; Bastiaens, M.; de Roos, K.P.; Kuijpers, D.; Steyerberg, E.; Wakkee, M.; Mosterd, K.; Nijsten, T.; de Bekker-Grob, E.W.",,,Netherlands;Colombia,2-s2.0-85103505248
7,Revista Colombiana de Gastroenterologia,79,,,,,,,,,,,
